code,filename,causal_event,sentence_nb,causal_type, avg_strength ,agreement_score,text,batch_code 
POS,TheRockyIslandandOt.txt,Some playing with the bright-coloured berries of a prickly dwarf-plant which grew upon those sands_the children were all busy,3,IRAC,2.5,2,"I saw no grown people among them ; but the children were all busy -- some picking up shells ; some playing with the bright-coloured berries of a prickly dwarf-plant which grew upon those sands ; some watching the waves as they ran up and then fell back again on that shore ; some running after the sea-birds , which ran with quick light feet along the wet sand , and ever flew off , skimming just along the wave-top , and uttering a quick sharp note as the children came close upon them : -- so some sported in one way , and some in another , but all were busily at play .",test1
POS,WargaJasmineMyHeartAndOtherBlackHolesYA.txt,"My classmates all clamor , shouting out ridiculous things like “ He did n’t have anyone to hang out with on Saturday night ” or “ Football season was over so there was nothing good to watch on TV_It takes all the restraint in the world not to stand up and scream , “ He was fucking sad .",1_2,IREC,2,2,"My classmates all clamor , shouting out ridiculous things like “ He did n’t have anyone to hang out with on Saturday night ” or “ Football season was over so there was nothing good to watch on TV . ”_It takes all the restraint in the world not to stand up and scream , “ He was fucking sad .",test1
POS,WellsDanRuinsYA.txt,"“ Engage , ” said Morgan , and the spider unfurled its knives_CHAPTER FOUR “ Disengage that last hose , ” said Heron ",1_2,IREC,2,2,"“ Engage , ” said Morgan , and the spider unfurled its knives ._CHAPTER FOUR “ Disengage that last hose , ” said Heron .",test1
POS,CampbellBonnieJoAmericanSalvagePW.txt,He ’d never done any serious plumbing_ he was nervous about tearing out the wall . ,2,IRAC,3,3,"He ’d never done any serious plumbing , and he was nervous about tearing out the wall .",test1
POS,KinneyJeffDogDaysMG.txt,I was looking forward to going to the beach_ because I ’m finally tall enough to go on the Cranium Shaker,3,IRAC,3,3,"splish Anyway , I was looking forward to going to the beach because I ’m finally tall enough to go on the Cranium Shaker , which is this really awesome ride that ’s on the boardwalk .",test1
POS,NixGarthLordSundayMG.txt,Thinking about games _ gave her an idea,3,IRAC,3,3,Thinking about games gave her an idea .,test1
POS,SoapBubbleStoriesFo.txt,the pipes were put aside_they threw themselves down on the fur rug,2,IRAC,2.33,3,"All the afternoon the children , pipe in hand , with soap suds before them , had been blowing airy bubbles that caught the gleams of a hundred flying rainbows -- but now in the fading daylight , the pipes were put aside , and they threw themselves down on the fur rug , and looked with thoughtful eyes into the caverns of the fire .",test1
POS,WalterJessBeautifulRuinsBS.txt,When Pasquale announced his intention to carve a tennis court into a cluster of boulders in the cliffs_he fishermen declared Pasquale even more unhinged than his father .,3,IRAC,2.67,3,"When Pasquale announced his intention to carve a tennis court into a cluster of boulders in the cliffs , however , the fishermen declared Pasquale even more unhinged than his father .",test1
POS,AuntJosScrapBagVIAn.txt,"it was not Gad , with the much-desired fruit . _But all were doomed to disappointment",2,IRAC,2.33,3,"But all were doomed to disappointment , for it was not Gad , with the much-desired fruit .",test1
POS,BehrensPeterLawofDreamsPW.txt,"His mother caught him looking at her and must have sensed his anger and confusion ._“Life burns hot , Fergus .",2_3,IREC,1.33,3,"His mother caught him looking at her and must have sensed his anger and confusion ._“ Life burns hot , Fergus .",test1
POS,BlackHollyTheGoldenTowerMG.txt,"Havoc , quit it , Aaron thought_and Havoc jerked his head up , blinking",2,IRAC,2.67,3,"Havoc , quit it , Aaron thought , and Havoc jerked his head up , blinking .",test1
POS,CampbellBonnieJoAmericanSalvagePW.txt,"trying to decide how to proceed_for two hours he had been staring at the pipes and fixtures , ",1,IRAC,2.67,3,"Jerry had gotten the water turned off to the bathroom upstairs , and for two hours he had been staring at the pipes and fixtures , trying to decide how to proceed .",test1
POS,CampbellBonnieJoAmericanSalvagePW.txt,He was nervous about tearing out the wall_for two hours he had been staring at the pipes and fixtures,2_1,IREC,2.33,3,"He ’d never done any serious plumbing , and he was nervous about tearing out the wall ._Jerry had gotten the water turned off to the bathroom upstairs , and for two hours he had been staring at the pipes and fixtures , trying to decide how to proceed .",test1
POS,CampbellBonnieJoAmericanSalvagePW.txt,When he saw Holroyd_he called it quits,3,IRAC,3,3,"When he saw Holroyd , he called it quits and came down and sat on the other side of the cooler Holroyd had dragged out onto the tailgate .",test1
POS,CassKieraTheEliteYA.txt,he did know that there was someone at home that I was trying to get over_ while attempting to find someone else he ’d be happy with in the event I could n’t ever love him ,3,IRAC,3,3,"Maxon did n’t know that Aspen was in the palace , but he did know that there was someone at home that I was trying to get over , and he was graciously giving me time to move on while attempting to find someone else he ’d be happy with in the event I could n’t ever love him .",test1
POS,CassKieraTheEliteYA.txt,He did know that there was someone at home that I was trying to get over_attempting to find someone else he’d be happy with,3,IRAC,2.33,3,"Maxon did n’t know that Aspen was in the palace , but he did know that there was someone at home that I was trying to get over , and he was graciously giving me time to move on while attempting to find someone else he ’d be happy with in the event I could n’t ever love him .",test1
POS,CollinsSuzanneCatchingFireYA.txt,"the old woman who serves up soup , started a collection to sponsor Peeta and me _I owe the people who frequent the Hob . ",3_2,IREC,2.67,3,"Gale told me that Greasy Sae , the old woman who serves up soup , started a collection to sponsor Peeta and me during the Games ._Although they never mention it , I owe the people who frequent the Hob .",test1
POS,EverettPercivalPercivalEverettPW.txt, I want to start taking pictures he said_and I told him that was a great idea,3,IRAC,3,3,"I want to start taking pictures he said and I told him that was a great idea and so I bought him a camera , a digital Leica as all cameras are digital now , he making a mock complaint about wanting film , I want the chemicals and all , he said , but finally made nothing of it , holding the camera in his lap , failing to look through the eyepiece or at the little screen , and snapping away .",test1
POS,EverettPercivalPercivalEverettPW.txt,I want to start taking pictures he said_I told him that was a great idea,3,IRAC,3,3,"I want to start taking pictures he said and I told him that was a great idea and so I bought him a camera , a digital Leica as all cameras are digital now , he making a mock complaint about wanting film , I want the chemicals and all , he said , but finally made nothing of it , holding the camera in his lap , failing to look through the eyepiece or at the little screen , and snapping away .",test1
POS,KingsolverBarbaraFlightBehaviorBS.txt,what she 'd seen_her mind aflame and her heels unsteady,2,IRAC,2.33,3,"With her mind aflame and her heels unsteady from what she ’d seen , she tried to look at the vinylsided ranch house in some born-again way .",test1
POS,LittleSaintElizabeth.txt,she can have anything she wants_ She has millions of money,2,IRAC,2.67,3,""""""""" She has millions of money ; and she can have anything she wants -- Jane says so ! """"""""",test1
POS,LittleSaintElizabeth.txt,"She can have anything she wants_That is her own , own , carriage",2_1,IREC,2,3,""""""""" She has millions of money ; and she can have anything she wants -- Jane says so ! """"""""_"""""""" That is her own , own , carriage . """"""""",test1
POS,SelfWillUmbrellaPW.txt,That smell_with no sign of her bowels having been emptied apart from…,1,IRAC,2.33,3,"He saw rivulets of urine and faeces running down the gutters between metatarsals , plip-plopping into the commode while up above the cistern splutters unceasing . . . That first suicide , which he had not only looked upon but also helped Mboya – the nice nurse – to cut down , had suspended herself from the completely reliable pipe – and so in death she was wedged in the awkward gap between it and a white-painted window that had been halved lengthwise when this cubicle was partitioned into existence – yet more evidence – if any were needed – of how the hospital altered its own cellular structure to create new morphologies for new pathologies to be diagnosed by psychiatrists accredited by new professional associations . . . while the inmates remained the same , patient only in the way she now was : inert , with no sign of her bowels having been emptied apart from . . . that smell .",test1
POS,SteohensJohnTheEmeraldAtlasMG.txt,"The train jerked , waking Kate ",2,IRAC,3,3,"CHAPTER TWO Miss Crumley ’s Revenge The train jerked , waking Kate .",test1
POS,WellsDanRuinsYA.txt,"“ Engage , ” said Morgan_and the spider unfurled its knives",1,IRAC,2.33,3,"“ Engage , ” said Morgan , and the spider unfurled its knives .",test1
POS,AlexanderKwameTheCrossoverMG.txt, I got older and started getting game_the name took on a new meaning ,1,IRAC,3,4,"But , as I got older and started getting game , the name took on a new meaning .",test1
POS,AlexanderKwameTheCrossoverMG.txt,"I ’d score , rebound , or steal a ball_Dad would jump up smiling and screamin ’ , That ’s my boy out there .",2,IRAC,3,4,"And even though I was n’t into all that jazz , every time I ’d score , rebound , or steal a ball , Dad would jump up smiling and screamin ’ , That ’s my boy out there .",test1
POS,AuntJosScrapBagVIAn.txt,Pa told him to bring a dezzen oranges_Baby threw his apple overboard,1,IRAC,3,4,"Pa told him to bring a dezzen oranges , if they war n't too high ! """""""" shouted Sol and Seth , running to the door , while the girls smacked their lips at the thought of this rare treat , and Baby threw his apple overboard , as if getting ready for a new cargo .",test1
POS,AuntJosScrapBagVIAn.txt, with some brief message _that made the farmer drop his ax and look so sober,3,IRAC,3,4,"It was a stranger , who threw himself off his horse and hurried up to Mr. Bassett in the yard , with some brief message that made the farmer drop his ax and look so sober that his wife guessed at once some bad news had come ; and crying , """""""" Mother 's wuss !",test1
POS,AuntJosScrapBagVIAn.txt,the farmer drop his ax and look so sober_wife guessed at once some bad news,3,IRAC,3,4,"It was a stranger , who threw himself off his horse and hurried up to Mr. Bassett in the yard , with some brief message that made the farmer drop his ax and look so sober that his wife guessed at once some bad news had come ; and crying , """""""" Mother 's wuss !",test1
POS,BehrensPeterLawofDreamsPW.txt,"he knew from their sun-flayed appearance , from the grass in their hair and the scratches on his father ’s face_that they had been roaming , engaging , sleeping on grass , drinking poitin , living on butter and birds ’ eggs",1,IRAC,3,4,"When they returned , three days later , he knew from their sun-flayed appearance , from the grass in their hair and the scratches on his father ’s face , that they had been roaming , engaging , sleeping on grass , drinking poitin , living on butter and birds ’ eggs .",test1
POS,BimbiStoriesforChild.txt,"it is so clean , and so still , and so noble , by reason of its monuments and its historic color _that I marvel",1,IRAC,2.75,4,"A little farther on , but close at hand , is a cloister with beautiful marble columns and tombs , and a colossal wood-carved Calvary , and beside that a small and very rich chapel ; indeed , so full is the little town of the undisturbed past , that to walk in it is like opening a missal of the Middle Ages , all emblazoned and illuminated with saints and warriors , and it is so clean , and so still , and so noble , by reason of its monuments and its historic color , that I marvel much no one has ever cared to sing its praises .",test1
POS,CassKieraTheEliteYA.txt,When he showed up at the palace as one of the guards_all the feelings I’d been trying to let go of flooded my heart,1,IRAC,2.75,4,"He was n’t technically my boyfriend anymore — he ’d broken up with me before my name was even drawn for the Selection — but when he showed up at the palace as one of the guards , all the feelings I ’d been trying to let go of flooded my heart .",test1
POS,CassKieraTheEliteYA.txt,he ’d broken up with me before my name was even drawn for the Selection_he wasn’t technically my boyfriend anymore,1,IRAC,3,4,"He was n’t technically my boyfriend anymore — he ’d broken up with me before my name was even drawn for the Selection — but when he showed up at the palace as one of the guards , all the feelings I ’d been trying to let go of flooded my heart .",test1
POS,EverettPercivalPercivalEverettPW.txt,"You see I have this one finger that works , a shutter finger_so I want a camera",1,IRAC,2.75,4,"You see I have this one finger that works , a shutter finger , and so I want a camera , he said to me .",test1
POS,GardnerLisaAloneBS.txt,"We have n’t had contact with anyone inside the residence yet_which , frankly , does n’t make me happy .",1,IRAC,2.75,4,"We have n’t had contact with anyone inside the residence yet , which , frankly , does n’t make me happy .",test1
POS,HaydenTaylorDrewMotorcyclesandSweetgrassPW.txt,"I ’m going to run away , ” he answered in Anishnawbe_Lillion shook her head",1_2,IREC,2,4,"I ’m going to run away , ” he answered in Anishnawbe ._Lillian shook her head .",test1
POS,HunterC.C.AwakeatDawnYA.txt,Hoping to wash away the start of tears_she shoved the almost empty glass into the hands of the person beside her,1,IRAC,3,4,"Blinking , hoping to wash away the start of tears , she shoved the almost empty glass into the hands of the person beside her .",test1
POS,HunterC.C.AwakeatDawnYA.txt,No longer caring about showing respect_ she took off at a dead run ,2,IRAC,2.5,4,"No longer caring about showing respect , she took off at a dead run .",test1
POS,LarssonStiegTheGirlWhoPlayedWithFireBS.txt,"He knew the penalties for aggravated rape , exploitation of a person in a subordinate position , abuse and aggravated abuse_he reckoned he would get at least six years in prison",1,IRAC,2.25,4,"He knew the penalties for aggravated rape , exploitation of a person in a subordinate position , abuse and aggravated abuse ; he reckoned he would get at least six years in prison .",test1
POS,LarssonStiegTheGirlWhoPlayedWithFireBS.txt,He had all but asphyxiated her during the rape when he had excitedly pressed a pillow over her face_A zealous prosecutor might use one section of the video as the basis for a charge of attempted murder,3_2,IREC,2.5,4,He had all but asphyxiated her during the rape when he had excitedly pressed a pillow over her face ._A zealous prosecutor might use one section of the video as the basis for a charge of attempted murder .,test1
POS,RothPhilipEverymanPW.txt,"the entire drawerful probably worth no more than ten bucks , but to his budding artist 's eye_that backroom watch drawer was a treasure chest",1,IRAC,2,4,"A hundred , two hundred trade-in watches , the entire drawerful probably worth no more than ten bucks , but to his budding artist 's eye , that backroom watch drawer was a treasure chest .",test1
POS,SteohensJohnTheEmeraldAtlasMG.txt,She ’d fallen asleep against the window _ her forehead was cold .,3,IRAC,2.5,4,"She ’d fallen asleep against the window , and her forehead was cold .",test1
POS,TheRockyIslandandOt.txt,I looked closer at its shores_I saw that they were covered with children at play,1,IRAC,2.75,4,"It was a sad , dreary-looking island at the first view , and I thought that no one could dwell in it ; but as I looked closer at its shores , I saw that they were covered with children at play .",test1
POS,TheRockyIslandandOt.txt,Some watching the waves as they ran up and fell back again on that shore_the children were all busy,3,IRAC,2.5,4,"I saw no grown people among them ; but the children were all busy -- some picking up shells ; some playing with the bright-coloured berries of a prickly dwarf-plant which grew upon those sands ; some watching the waves as they ran up and then fell back again on that shore ; some running after the sea-birds , which ran with quick light feet along the wet sand , and ever flew off , skimming just along the wave-top , and uttering a quick sharp note as the children came close upon them : -- so some sported in one way , and some in another , but all were busily at play .",test1
POS,WalterJessBeautifulRuinsBS.txt,"there were beaches in Monterosso al Mare and in the Riviera towns to the north , where the town ’s fishermen sold the bulk of their catches_But a beach was something the fishermen could at least understand",2,IRAC,3,4,"But a beach was something the fishermen could at least understand ; after all , there were beaches in Monterosso al Mare and in the Riviera towns to the north , where the town ’s fishermen sold the bulk of their catches .",test1
POS,WellsDanRuinsYA.txt,Samm bristled again_at the oddness of trying to communicate without the link,3,IRAC,2.5,4,"Her voice sounded tinny and distant through the radio , and Samm bristled again at the oddness of trying to communicate without the link .",test1
POS,AFlatIronforaFarthin.txt,Mrs. Cadman from the village was of the party_and neither cakes nor conversation flagged,1,IRAC,2,1,"My nurse was out for the evening , but Mrs. Cadman from the village was of the party , and neither cakes nor conversation flagged .",test2
POS,BaldacciDavidOneSummerBS.txt,Lizzie raced past her youngest son_was by Jack ’s side in an instant ,1,IRAC,3,1,Lizzie raced past her youngest son and was by Jack ’s side in an instant .,test2
POS,BulawayoNoVioletWeNeedPW.txt,I don't like grinding the bull guava seeds_sometimes swallow them whole even though I know what will happen later when I’m squatting,1,IRAC,3,1,"I bite into a sweet guava ; I do n’t like grinding the bull guava seeds , because they are tough and it takes a long time to do , so I grind them just slightly , sometimes swallow them whole even though I know what will happen later when I ’m squatting .",test2
POS,ChanDarcieTheMillRiverRecluseBS.txt,vulnerability _about her that appealed to Patrick,2,IRAC,1,1,"Aside from Mary ’s beauty , though , there was something else about her that appealed to Patrick : vulnerability .",test2
POS,ChanDarcieTheMillRiverRecluseBS.txt,"to a man of society who could sum up everything about a person from a thirty-second introduction , and to whom the exercise of power over another was recreation_it was an invitation for pleasure .",3,IRAC,1,1,"Her meekness would be apparent to anyone , but to a man of society who could sum up everything about a person from a thirty-second introduction , and to whom the exercise of power over another was recreation , it was an invitation for pleasure .",test2
POS,DesaiAnitaTheArtistofDisappearancePW.txt,"cowbell ringing faintly and intermittently downhill , then more clearly_ as the beat drew closer",1,IRAC,3,1,"It was what he had always done in the evenings when he returned to the house , to listen for the sound of a cowbell ringing faintly and intermittently downhill , then more clearly and metallically as the beast drew closer .",test2
POS,DesaiAnitaTheArtistofDisappearancePW.txt,hunger quickening their pace_They were the first to arrive,3,IRAC,3,1,"They were the first to arrive at the homestead below , hunger quickening their pace and dancing approach .",test2
POS,Dreamland.txt,To fling them saucily across the face of the sun_winding and unwinding their flaky veils,1,IRAC,1,1,"And then at other times it would all be quite different , and he would see the figures of beautiful maidens in gossamer garments , and they would seem to be at play , flinging flecks of sunlight this way and that , or winding and unwinding their flaky veils to fling them saucily across the face of the sun .",test2
POS,Dreamland.txt,They remained long enough_wake in Larry 's heart a great longing for more,3,IRAC,2,1,"They remained long enough to wake in Larry 's heart a great longing for more , and then they would disappear and he would be all the lonelier for the lack of them .",test2
POS,FergusonWillPW.txt,enough for an emergency_had a fold of naira bills within easy reach,1,IRAC,1,1,"She had a fold of naira bills within easy reach , enough for an emergency but probably not enough for a bribe .",test2
POS,FourWindsFarm.txt,""""""""" as if they were dusting the moon 's face , """""""" said Gratian to himself_ laughing softly at this new fancy . ",2,IRAC,3,1,"He undressed , not quickly as his mother had told him , I fear , standing at the curtainless window and staring out , up rather , where the clouds were still fussing about """""""" as if they were dusting the moon 's face , """""""" said Gratian to himself , laughing softly at this new fancy .",test2
POS,GunpowderTreasonandP.txt, not having entered for the races _He therefore officiated as referee or judge on this occasion ,3,IRAC,3,1,"He therefore officiated as referee or judge on this occasion , not having entered for the races .",test2
POS,JonesEdwardPAuntHagarPW.txt,as if for some party _Her hair was made up quite prettily ,1,IRAC,1,1,"Her hair was made up quite prettily , as if for some party .",test2
POS,LastWordsAFinalColl.txt,"to try to prevent the extermination of rare wild flowers , as well as of garden treasures_in July 1884 , it was suggested that a """""""" Parkinson Society """""""" should be formed",2,IRAC,2,1,"These she answered in the _ Correspondence _ columns of the Magazine , and in July 1884 , it was suggested that a """""""" Parkinson Society """""""" should be formed , whose objects were """""""" to search out and cultivate old garden flowers which have become scarce ; to exchange seeds and plants ; to plant waste places with hardy flowers ; to circulate books on gardening amongst the Members ; """""""" and further , """""""" to try to prevent the extermination of rare wild flowers , as well as of garden treasures . """"""""",test2
POS,LastWordsAFinalColl.txt,"to search out and cultivate old garden flowers which have become scarce_in July 1884 , it was suggested that a """""""" Parkinson Society """""""" should be formed",2,IRAC,2,1,"These she answered in the _ Correspondence _ columns of the Magazine , and in July 1884 , it was suggested that a """""""" Parkinson Society """""""" should be formed , whose objects were """""""" to search out and cultivate old garden flowers which have become scarce ; to exchange seeds and plants ; to plant waste places with hardy flowers ; to circulate books on gardening amongst the Members ; """""""" and further , """""""" to try to prevent the extermination of rare wild flowers , as well as of garden treasures . """"""""",test2
POS,LastWordsAFinalColl.txt,"to circulate books on gardening amongst the Members_in July 1884 , it was suggested that a """""""" Parkinson Society """""""" should be formed",2,IRAC,2,1,"These she answered in the _ Correspondence _ columns of the Magazine , and in July 1884 , it was suggested that a """""""" Parkinson Society """""""" should be formed , whose objects were """""""" to search out and cultivate old garden flowers which have become scarce ; to exchange seeds and plants ; to plant waste places with hardy flowers ; to circulate books on gardening amongst the Members ; """""""" and further , """""""" to try to prevent the extermination of rare wild flowers , as well as of garden treasures . """"""""",test2
POS,LastWordsAFinalColl.txt,"to plant waste places with hardy flowers_in July 1884 , it was suggested that a """""""" Parkinson Society """""""" should be formed",2,IRAC,2,1,"These she answered in the _ Correspondence _ columns of the Magazine , and in July 1884 , it was suggested that a """""""" Parkinson Society """""""" should be formed , whose objects were """""""" to search out and cultivate old garden flowers which have become scarce ; to exchange seeds and plants ; to plant waste places with hardy flowers ; to circulate books on gardening amongst the Members ; """""""" and further , """""""" to try to prevent the extermination of rare wild flowers , as well as of garden treasures . """"""""",test2
POS,LastWordsAFinalColl.txt,"to exchange seeds and plants_in July 1884 , it was suggested that a """""""" Parkinson Society """""""" should be formed",2,IRAC,2,1,"These she answered in the _ Correspondence _ columns of the Magazine , and in July 1884 , it was suggested that a """""""" Parkinson Society """""""" should be formed , whose objects were """""""" to search out and cultivate old garden flowers which have become scarce ; to exchange seeds and plants ; to plant waste places with hardy flowers ; to circulate books on gardening amongst the Members ; """""""" and further , """""""" to try to prevent the extermination of rare wild flowers , as well as of garden treasures . """"""""",test2
POS,LastWordsAFinalColl.txt,iss SARGANT was the originator of the scheme_any one who wishes to procure a copy of its Rules can do so by sending a stamped envelope to the Secretary,3,IRAC,2,1,"Reports of the Society , with correspondence on the exchanges of plants and books , and quaint local names of flowers , were given in the Magazine until it was brought to a close after Mrs. EWING 'S death : but I am glad to say that the Society itself is still in existence , and any one who wishes to procure a copy of its Rules can do so by sending a stamped envelope to the Secretary , _ Miss Alice Sargant , 7 Belsize Grove , N. W. _ Miss SARGANT was the originator of the scheme , so its management remains in the best possible hands , and Professor OLIVER , of Kew Gardens , has consented to become President in Mrs. EWING 'S place .",test2
POS,LerangisPeterDeadofTheNightMG.txt,If he did it again _it meant jail time ,2,IRAC,3,1,"If he did it again , it meant jail time .",test2
POS,MullBrandonAWorldWithoutHeroesMG.txt,The thought_ made him shiver ,3,IRAC,3,1,The thought made him shiver .,test2
POS,PynchonThomasBleedingEdgePW.txt,"Maxine in fact still finds herself brooding about from back in high school — clothes borrowed but never returned , invitations to nonexistent parties , Heidi-arranged hookups with guys_Heidi ’s escapade does n’t rank as high ",1,IRAC,1,1,"Though this discussion did go on , for a school night , quite late , Heidi ’s escapade does n’t rank as high as some offenses Maxine in fact still finds herself brooding about from back in high school — clothes borrowed but never returned , invitations to nonexistent parties , Heidi-arranged hookups with guys Heidi knew were clinically psychopathic .",test2
POS,PynchonThomasBleedingEdgePW.txt,brooding about_Heidi-arranged hookups with guys Heidi knew were clinically psychopathic,1,IRAC,1,1,"Though this discussion did go on , for a school night , quite late , Heidi ’s escapade does n’t rank as high as some offenses Maxine in fact still finds herself brooding about from back in high school — clothes borrowed but never returned , invitations to nonexistent parties , Heidi-arranged hookups with guys Heidi knew were clinically psychopathic .",test2
POS,PynchonThomasBleedingEdgePW.txt,brooding about_clothes borrowed but never returned ,1,IRAC,1,1,"Though this discussion did go on , for a school night , quite late , Heidi ’s escapade does n’t rank as high as some offenses Maxine in fact still finds herself brooding about from back in high school — clothes borrowed but never returned , invitations to nonexistent parties , Heidi-arranged hookups with guys Heidi knew were clinically psychopathic .",test2
POS,PynchonThomasBleedingEdgePW.txt, may have disappointed Heidi a little_that her mad fling had somehow only found its natural place among other episodes of a continuing domestic series,3,IRAC,2,1,"By the time they adjourned for exhaustion , it may have disappointed Heidi a little that her mad fling had somehow only found its natural place among other episodes of a continuing domestic series , begun long ago in Chicago , which is where Horst and Maxine originally met .",test2
POS,RobertsNoraSavortheMomentBS.txt,Now _displayed clever paintings in simple frames rather than the sports posters of his youth,3,IRAC,2,1,"The walls , a soft , foggy green now , displayed clever paintings in simple frames rather than the sports posters of his youth .",test2
POS,RobertsNoraSavortheMomentBS.txt,"now_The walls , a soft , foggy green",3,IRAC,2,1,"The walls , a soft , foggy green now , displayed clever paintings in simple frames rather than the sports posters of his youth .",test2
POS,SageAngieDarkeMG.txt,the Thing advancing toward him _ its bony hands outstretched .,1,IRAC,1,1,"Simon saw the Thing advancing toward him , its bony hands outstretched .",test2
POS,ShafferMaryAnnTheGuernseyLiteraryandPotatoPeelPieBS.txt,my fate rests with Sidney _I may ,2,IRAC,2,1,"But then again , I may — my fate rests with Sidney .",test2
POS,St.CrowLiliDefianceYA.txt,My mother ’s locket bounced _ cool metal kissing my breastbone .,3,IRAC,3,1,"My mother ’s locket bounced , cool metal kissing my breastbone .",test2
POS,StoriesofManyLands.txt,with more love_I dedicate this book to you ,1,IRAC,2,1,"TO THE LITTLE COUSINS ANNIE , KITTY , AND CORDELIA I dedicate this book to you , my dearest dears , with more love than I have ink to write out , and more good wishes and fond hopes than any printer would care to print .",test2
POS,StoriesofManyLands.txt,if you were in France now _ you would get along nicely,3,IRAC,3,1,"I doubt not , if you were in France now , you would get along nicely with the little Monsieurs and Mademoiselles , after some coy hanging back and reconnoitring , -- that is , if you only knew their """""""" lingo . """"""""",test2
POS,VyletaDanTheCrookedMaidPW.txt,"I find it hard to find my feet , I even get dizzy sometimes_I 'm not a good riser",1,IRAC,1,1,"But when I look in the mirror sometimes , in the morning you see , when I ’m still sleepy ( I ’m not a good riser — not that I ’m lazy , mind , I try not to be , but in the morning I find it hard to find my feet , I even get dizzy sometimes ) , I catch sight of the eye , hanging there in the mirror , and , well , for a moment I myself do n’t know what to do with it .",test2
POS,VyletaDanTheCrookedMaidPW.txt,his inability to explain himself ._bit his lip in frustration ,3,IRAC,3,1,"He gesticulated , bit his lip in frustration at his inability to explain himself .",test2
POS,WilliamsGarciaRitaOneCrazySummerMG.txt, if I try to spin too much straw  _ I only get caught,2,IRAC,3,1,I only get caught if I try to spin too much straw .,test2
POS,WolkLaurenBeyondtheBrightSeaMG.txt,A gold ingot in the tines of a scallop rake ._A few of the islanders had found real riches from time to time ,3_1,IREC,2,1,A gold ingot in the tines of a scallop rake .,test2
POS,ArmstrongKelleySeaofShadowsYA.txt,his hood fell back _red-gold hair tumbled out ,2,IRAC,3,2,"As he did , his hood fell back and red-gold hair tumbled out .",test2
POS,BanksAnnaOfNeptuneYA.txt,“ If you pinch me _ I ’ll pick you up and throw you on the beach for the gulls . ” ,1,IRAC,3,2,"“ If you pinch me , ” I tell it , “ I ’ll pick you up and throw you on the beach for the gulls . ”",test2
POS,BlackJennaGlimmerglassYA.txt,if the plane was on time _ I ’d get through customs somewhere around 8:15 . ,1,IRAC,2.5,2,"It was 8:23 a.m. , and when I ’d last talked to my dad , he ’d estimated that if the plane was on time , I ’d get through customs somewhere around 8:15 .",test2
POS,BlackJennaGlimmerglassYA.txt,I took another one of those deep breaths _reminding myself to calm down .,3,IRAC,1.5,2,"I took another one of those deep breaths , reminding myself to calm down .",test2
POS,BulawayoNoVioletWeNeedPW.txt,because they are tough and it takes a long time to do _I do n’t like grinding the bull guava seeds ,1,IRAC,2.5,2,"I bite into a sweet guava ; I do n’t like grinding the bull guava seeds , because they are tough and it takes a long time to do , so I grind them just slightly , sometimes swallow them whole even though I know what will happen later when I ’m squatting .",test2
POS,FlanaganJohnTheOutcastsYA.txt,They had never before faced armed and determined warriors like these two_it suddenly occurred to them that what had begun as a lighthearted expedition to send a few ill-bred raiders running in panic had quickly turned into a potentially deadly confrontation,3,IRAC,2,2,"They had never before faced armed and determined warriors like these two , and it suddenly occurred to them that what had begun as a lighthearted expedition to send a few ill-bred raiders running in panic had quickly turned into a potentially deadly confrontation .",test2
POS,FourWindsFarm.txt,"standing at the curtainless window and staring out_He undressed , not quickly ",2,IRAC,2.5,2,"He undressed , not quickly as his mother had told him , I fear , standing at the curtainless window and staring out , up rather , where the clouds were still fussing about """""""" as if they were dusting the moon 's face , """""""" said Gratian to himself , laughing softly at this new fancy .",test2
POS,GiffinEmilySomethingBorrowedBS.txt,So here I am on the brink of a new decade_realizing that being alone makes my thirties daunting,1,IRAC,2.5,2,"So here I am on the brink of a new decade , realizing that being alone makes my thirties daunting , and being thirty makes me feel more alone .",test2
POS,GunpowderTreasonandP.txt,being resolved to win that championship or perish in the attempt_he carried an ambitious and an intensely-agitated heart within his buttoned-up greatcoat ,1,IRAC,2,2,"Now , the winning of these three events would make Granby """""""" champion """""""" for the year , a position greatly desired by these athletes of thirteen and fourteen years ; and when Granby sallied forth on the afternoon of the great day , equipped in his racing garments , he carried an ambitious and an intensely-agitated heart within his buttoned-up greatcoat , being resolved to win that championship or perish in the attempt .",test2
POS,HooverColleenHopelessBS.txt,I stare at the note in my hands with a tight-lipped smile_shamefully accepting my self-inflicted fate that will be the next two semesters ,1,IRAC,2,2,"I stare at the note in my hands with a tight-lipped smile , shamefully accepting my self-inflicted fate that will be the next two semesters .",test2
POS,LastWordsAFinalColl.txt,"Professor OLIVER , of Kew Gardens , has consented to become President in Mrs. EWING 'S place ._the Society itself is still in existence",3,IRAC,2,2,"Reports of the Society , with correspondence on the exchanges of plants and books , and quaint local names of flowers , were given in the Magazine until it was brought to a close after Mrs. EWING 'S death : but I am glad to say that the Society itself is still in existence , and any one who wishes to procure a copy of its Rules can do so by sending a stamped envelope to the Secretary , _ Miss Alice Sargant , 7 Belsize Grove , N. W. _ Miss SARGANT was the originator of the scheme , so its management remains in the best possible hands , and Professor OLIVER , of Kew Gardens , has consented to become President in Mrs. EWING 'S place .",test2
